Class A (Geometric),Class B (Universal)
0.00039948917378533866,0.29234360443978613
0.00039942239394822135,0.27777747784880835
0.00039928311538845645,0.2707676441534655
0.0003991754893954661,0.2826358861174483
0.000399077593810438,0.2928780801286614
0.0003990105732011604,0.3216041727948245
0.0003989243814010265,0.24190097275687267
0.000398870654500426,0.3042960295047711
0.00039879156173990574,0.30287884777912377
0.00039864940410694886,0.3123364631505038
0.00039856984997345917,0.3087171322233472
0.000398557538976017,0.2772737105065581
0.0003985152554417623,0.2858715294528999
0.0003984384756032469,0.22168850685243496
0.00039836504109965056,0.20149386208582795
0.00039837625447479723,0.2155700969419814
0.0003983611176483268,0.23309476103179633
0.0003983978321144256,0.208163368470365
0.0003983303874790176,0.21113304977711253
0.0003983365943711874,0.21213276812716067
0.00039828157988635395,0.23333632444928384
0.0003982076018750748,0.2572337004644623
0.00039818318613847457,0.2398237654028847
0.0003981830869796155,0.23990916725979394
0.00039816306109638033,0.20748556298910711
0.0003981742336934551,0.1916437507487367
0.00039814025781512006,0.2276569349442885
0.0003980682938270194,0.18985081613329696
0.00039803744836661544,0.20860822326886724
0.000397979418312059,0.22915098363448494
0.00039786561729320187,0.19632630479481283
0.000397877278390217,0.19236013416612177
0.0003977574925534128,0.23270796581680234
0.00039769857403852726,0.21363727230379556
0.0003975463267438161,0.18826334437091968
0.0003975144518450898,0.25780938794406644
0.0003973978042904835,0.2594447072169288
0.0003973550382681268,0.21707720734145433
0.00039737654475578086,0.2422281106273301
0.0003974047491687541,0.20301868834219752
0.0003973854053709538,0.2293973232578824
0.0003973866959988065,0.2095791561817864
0.00039726250674958533,0.22335040607767642
0.0003972237247336734,0.21195252124132163
0.0003972819794422468,0.2070380913096161
0.0003972259626967659,0.2082534206850941
0.0003972505588191224,0.23298619786090735
0.0003971243920286998,0.2374166832330329
0.000397093636414768,0.20102328066524322
0.0003970241610352754,0.21919538323839236
0.00039696240740828495,0.25763526240151946
0.0003968595116275079,0.20110880875798698
0.0003966741707231717,0.22293341935968464
0.0003966778724861799,0.2064424948373068
0.0003966801773811791,0.21890019121210844
0.00039670494795812584,0.22311929880275008
0.000396618478726215,0.26075307133946757
0.00039653562964568894,0.2665051238580401
0.00039654459497772397,0.261966498478094
0.0003965815301618946,0.25606098666103
0.00039664786604806716,0.24414076508279345
0.0003967194510940918,0.24101257527084696
0.00039651981709588815,0.2368360859968786
0.00039649994118708847,0.26696751454458717
0.0003965123223547332,0.2496497313758896
0.0003964438362322967,0.2752586700275012
0.00039640262814793527,0.26732113541804126
0.0003963534385888537,0.28555887707859967
0.00039639683863993796,0.3471188509976376
0.0003962698236260769,0.30385948819128
0.00039632186487910273,0.3045122557206442
0.0003961005020493359,0.2937470994583038
0.000396053697844656,0.3007445948923668
0.00039614893666378086,0.2966272984339681
0.00039619052016262623,0.23885436388283451
0.0003962118549178211,0.24282814771563066
0.00039615468812141447,0.2605909354963842
0.0003962558419119608,0.23509494094697828
0.00039627037158960837,0.22736000153108799
0.0003963542603232808,0.2313204240230219
0.00039619197133710873,0.24500778015158858
0.00039611510997410924,0.28548699253711646
0.00039609652740435844,0.294924249369806
0.000396081579641723,0.2776254200582407
0.00039619620162149454,0.26423445286670894
0.00039618889446985605,0.24308110011447934
0.00039615101901531837,0.27218689968025506
0.00039619098013021905,0.2712554661132165
0.00039610189783527227,0.29515083193759145
0.0003959062399629661,0.32650130270629196
0.00039589835156713933,0.27974170963213535
0.0003959301989473659,0.24082913099042383
0.00039608561883685536,0.2307188472005533
0.00039607350699117944,0.24465011454840532
0.00039597191372079657,0.2901789077877984
0.0003959849924325551,0.3098321092133789
0.0003959011872445529,0.39168121784262144
0.00039592613075739716,0.3065505239030136
0.00039586375532189703,0.2546393438528826
0.000395835075176478,0.28013015688775716
0.0003957944105057032,0.2698799543948621
0.0003956751923032047,0.2988027799143138
0.0003956382454371445,0.337339822608736
0.0003955784423703925,0.2882848442056242
0.00039553515599340333,0.31571366034087844
0.00039549232689198283,0.27770984924327186
0.00039552811369018473,0.25298776340396256
0.0003954742802680335,0.2606125732852575
0.0003955223554655727,0.2555469860585269
0.0003955969085623602,0.2351974749208647
0.00039558922484508196,0.24377671783732516
0.0003954512004201967,0.2166283299133865
0.0003953511985541108,0.22061974117892627
0.00039530099557428985,0.21574526777764938
0.0003953175760056906,0.20876761805288122
0.0003952259364593959,0.19406053377209612
0.0003953288986731335,0.16888653103890688
0.00039545706212083055,0.2184911731381122
0.0003954993795047606,0.2071624629565993
0.00039547219217588416,0.1864577982603148
0.0003955477892986374,0.16758665904949444
0.000395609772533824,0.16231196602134265
0.0003954465569428372,0.21005783458829916
0.00039529298569972816,0.22950522617845062
0.0003951881147485498,0.1851144362182599
0.0003950064633297742,0.20166975759636493
0.0003949095442717918,0.22351228131574705
0.0003947732820717968,0.21889722467572512
0.00039479668115771665,0.25342112411576084
0.000394783661275115,0.2471994994877516
0.0003947690663367142,0.2826331503337098
0.00039480544728323424,0.2665921707487057
0.0003947238608241544,0.24511336162280098
0.0003948481071287607,0.2734179749160315
0.00039483965503179553,0.27015345625965664
0.0003946874941076717,0.2587282348682183
0.00039475030815444914,0.2417649332575002
0.00039480877591007395,0.22198182796496832
0.0003947412678338423,0.20370937960580102
0.0003946855025507406,0.1820635040195294
0.0003947542338203018,0.18790745641206655
0.0003946960321621181,0.19176934224942765
0.000394667616744865,0.1966596007226887
0.00039452168340982466,0.22489994313356226
0.0003945093143569304,0.20421668401979381
0.0003943702843923215,0.16585368020880784
0.000394224286979145,0.18781484222193018
0.000394246724134136,0.24178215438644915
0.0003943979547371284,0.23094178527835668
0.0003941832818355857,0.2252087905433099
0.0003943377561904744,0.2131882442648053
0.0003943525136193158,0.21631746433984492
0.00039435142118503404,0.21020549599075988
0.00039414183574886815,0.20918476992050453
0.0003941126200984888,0.19617537611453803
0.00039422942430422675,0.22679608705969775
0.0003941799660734561,0.2256355762335765
0.00039418295113811963,0.20766818857240094
0.00039408951014859104,0.17807315888303696
0.0003941072130623928,0.19374586709471409
0.0003940739960043565,0.19845952824159485
0.0003941386479346743,0.1721752042142535
0.00039406019070466235,0.15721877308867674
0.0003939735253841177,0.18445694505272528
0.00039381472638574776,0.1834026668791858
0.0003937598691434917,0.18203357951001325
0.0003939538244824592,0.22822284117807015
0.00039397839133482724,0.22916700972463414
0.0003938434376742718,0.2513653648684691
0.00039381754953959094,0.23776902153541535
0.00039382401786965473,0.2334883887590136
0.0003938372412384708,0.27287938798325223
0.0003938844311245811,0.261622170294358
0.0003937436671351305,0.24488661256204527
0.00039371135742228197,0.25779037971050733
0.0003940287367778017,0.26997188006161615
0.0003940929128817246,0.27657025070844304
0.0003939834039383669,0.28812600842516345
0.00039396087180538234,0.2855430927595452
0.0003939788864662472,0.3078228603452244
0.00039399367426135837,0.3161943445887594
0.00039390947655526103,0.3136057648073776
0.0003938351222326893,0.3180935789671461
0.00039368335399895643,0.36545504121582106
0.0003937547992195737,0.3219096310594154
0.00039348203754783746,0.31786128696181215
0.0003935173207546849,0.3427405065665629
0.0003934828082898801,0.34439543015989543
0.0003933377398422436,0.34652971542440925
0.00039337071518188256,0.30088632158470624
0.0003934778255964404,0.3100638865595766
0.0003935797262564779,0.3355958384403118
0.000393485560703851,0.33563899140011577
0.00039355498817597655,0.2998201084305858
0.0003936209242752301,0.30436729076240504
0.00039379003560825575,0.2919072075641441
0.0003937453963088276,0.2853864635967173
0.00039373416880209065,0.27080239872817957
0.0003938669193265107,0.27199774774285784
0.00039386438303147455,0.27193097135693955
